,agency_name,acrs_report_type,crash_date_time,number_of_lanes,at_fault,collision_type,weather,light,driver_substance_abuse,first_harmful_event,latitude,longitude,hit_run,road_grade,surface_condition,traffic_control,junction,intersection_type,road_alignment,road_condition,road_division,route_type,road_name
350,Montgomery,Property Damage Crash,2025-05-11 22:44:00,4,Unknown,Front To Rear,Clear,Dark - Lighted,Unknown,Motor Vehicle In Transport,39.01918944,-76.9765611,Unknown,Level,Dry,Traffic Signals,Intersection Or Related,Angled/Skewed,Straight,No Defects,"Divided, Raised Median (Curbed)",Maryland (State) Route,New Hampshire Ave
351,Rockville,Property Damage Crash,2025-05-11 21:02:00,1,Unknown,Front To Rear,Clear,Dark - Lighted,Not Suspected,Motor Vehicle In Transport,39.06965817,-77.12807583,No,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,Not Divided,Municipality Route,Lewis Ave
352,Takoma,Property Damage Crash,2025-05-11 21:00:00,1,Unknown,"Sideswipe, Same Direction",Clear,Dark - Lighted,Unknown,Motor Vehicle In Transport,38.981785,-77.015998,Unknown,Uphill,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Curve Right,No Defects,Not Divided,Maryland (State) Route,Undisclosed
353,Montgomery,Property Damage Crash,2025-05-11 20:52:00,1,Unknown,Rear To Side,Clear,Dark - Not Lighted,Unknown,Parked Vehicle,39.06699853,-76.98323123,Unknown,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,Not Divided,County Route,Morningside Dr
354,Montgomery,Property Damage Crash,2025-05-11 15:10:00,2,Unknown,Angle,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.06468103,-77.00767823,No,Level,Dry,Signs,Intersection Or Related,Perpendicular,Straight,No Defects,Not Divided,County Route,Two Farm Dr
355,Montgomery,Property Damage Crash,2025-05-11 15:01:00,4,Unknown,"Sideswipe, Same Direction",Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.09571121,-76.93772633,No,Level,Dry,No/Unknown/Miscellaneous Control,Acceleration/Deceleration Lane,Non-Intersection,Straight,No Defects,Not Divided,Us (State),Columbia Pike
357,Montgomery,Property Damage Crash,2025-05-11 13:51:00,2,Driver,Single Vehicle,Clear,Daylight,Not Suspected,"Other Post, Pole, Or Support",39.196007,-77.25523017,No,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Curve Left,No Defects,"Divided, Raised Median (Curbed)",County Route,Observation Dr (Sb/L)
358,Montgomery,Property Damage Crash,2025-05-11 13:40:00,2,Unknown,Rear To Rear,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.13187383,-77.246429,No,Level,Dry,Other,Intersection Or Related,Perpendicular,Straight,No Defects,Not Divided,County Route,Bayswater Rd
359,Montgomery,Injury Crash,2025-05-11 13:34:00,1,Driver,Front To Rear,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,38.99680673,-77.16928594,No,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,"Divided, Flush Median (Greater Than 4Ft Wide)",Maryland (State) Route,Undisclosed
360,Montgomery,Injury Crash,2025-05-11 13:23:00,1,Driver,Single Vehicle,Clear,Daylight,Not Suspected,"Other Post, Pole, Or Support",39.20638377,-77.14108181,No,Level,Dry,Signs,Non-Junction,Non-Intersection,Curve Right,No Defects,Not Divided,Maryland (State) Route,Laytonsville Rd
363,Montgomery,Property Damage Crash,2025-05-11 10:44:00,3,Driver,Angle,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.03437836,-77.12497334,No,Level,Dry,Traffic Signals,Intersection Or Related,Perpendicular,Straight,No Defects,"Divided, Raised Median (Curbed)",County Route,Tuckerman La (Eb/L)
364,Montgomery,Property Damage Crash,2025-05-11 05:00:00,4,Driver,"Sideswipe, Same Direction",Clear,Dark - Lighted,Not Suspected,Parked Vehicle,39.07136258,-77.09864021,No,Level,Dry,No/Unknown/Miscellaneous Control,Through Roadway,Non-Intersection,Straight,No Defects,Not Divided,County Route,Undisclosed
365,Montgomery,Property Damage Crash,2025-05-11 04:45:00,2,Unknown,Single Vehicle,Clear,Dark - Lighted,Unknown,Curb,39.19045478,-77.22483278,No,Level,Dry,No/Unknown/Miscellaneous Control,Intersection Or Related,Roundabout/Traffic Circle,Curve Right,No Defects,Not Divided,County Route,Germantown Rd
366,Montgomery,Injury Crash,2025-05-11 04:15:00,2,Unknown,Front To Front,Clear,Dark - Lighted,Not Suspected,Motor Vehicle In Transport,39.00130823,-76.9866518,No,Uphill,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Curve Right,No Defects,Not Divided,Maryland (State) Route,Piney Branch Rd
367,Montgomery,Property Damage Crash,2025-05-11 01:11:00,1,Unknown,Single Vehicle,Clear,Dark - Not Lighted,Not Suspected,Utility Pole/Light Support,39.15229089,-77.41614234,No,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,Not Divided,Maryland (State) Route,Beallsville Rd
368,Montgomery,Property Damage Crash,2025-05-11 00:44:00,2,Unknown,Single Vehicle,Clear,Dark - Not Lighted,Not Suspected,Guardrail End Terminal,39.06589371,-76.97390197,No,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Curve Left,No Defects,"Divided, Raised Median (Curbed)",County Route,E Randolph Rd (Wb/L)
369,Montgomery,Property Damage Crash,2025-05-11 00:32:00,4,Driver,Single Vehicle,Clear,Dark - Lighted,Alcohol,Curb,39.01984166,-77.01328143,No,Level,Dry,Traffic Signals,Intersection Or Related,Perpendicular,Straight,No Defects,"Divided, Raised Median (Curbed)",Maryland (State) Route,University Blvd W
370,Montgomery,Property Damage Crash,2025-05-10 21:16:00,1,Driver,Single Vehicle,Clear,Dark - Not Lighted,Alcohol,Bridge Rail,39.16266995,-77.19218489,No,Sag(Bottom),Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,Not Divided,County Route,Undisclosed
371,Rockville,Property Damage Crash,2025-05-10 21:10:00,0,Unknown,Other,Clear,Dark - Lighted,Alcohol,Parked Vehicle,39.08634068,-77.15096717,No,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,Not Divided,Municipality Route,Maryland Ave
372,Gaithersburg,Injury Crash,2025-05-10 21:01:00,3,Unknown,Single Vehicle,Clear,Dark - Lighted,Not Suspected,Pedestrian,39.14068682,-77.21070021,No,Level,Dry,Traffic Signals,Non-Junction,Non-Intersection,Curve Right,No Defects,Not Divided,Ramp,Ramp 1 Fr Is 270 Nb To Md 117 Wb
373,Montgomery,Injury Crash,2025-05-10 19:30:00,2,Driver,Single Vehicle,Clear,Daylight,Not Suspected,Guardrail Face,39.12724933,-77.071854,No,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,"Divided, Depressed Median",Maryland (State) Route,Georgia Ave
374,Montgomery,Injury Crash,2025-05-10 19:25:00,1,Driver,Single Vehicle,Clear,Daylight,Not Suspected,Pedestrian,39.15325669,-77.17374858,No,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,Not Divided,County Route,Emory Grove Rd
375,Montgomery,Injury Crash,2025-05-10 18:12:00,1,Driver,Angle,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,38.98311807,-77.10519145,No,Level,Dry,Signs,Intersection Or Related,Perpendicular,Straight,No Defects,Not Divided,County Route,Fairfax Rd
376,Montgomery,Injury Crash,2025-05-10 15:43:00,3,Driver,Front To Front,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.0211515,-77.20779367,No,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,"Divided, Depressed Median",Maryland (State) Route,Undisclosed
377,Montgomery,Property Damage Crash,2025-05-10 13:30:00,4,Unknown,"Sideswipe, Same Direction",Clear,Daylight,Unknown,Motor Vehicle In Transport,38.97952345,-77.09206158,Unknown,Level,Dry,No/Unknown/Miscellaneous Control,Through Roadway,Non-Intersection,Straight,No Defects,"Divided, Raised Median (Curbed)",Maryland (State) Route,Wisconsin Ave (Sb/L)
378,Montgomery,Property Damage Crash,2025-05-10 11:35:00,2,Driver,Rear To Side,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.08028377,-77.07886139,Unknown,"Level, Uphill",Dry,Other,Driveway Access Or Related,Non-Intersection,Straight,Holes Ruts Etc,Not Divided,County Route,Aspen Hill Rd
379,Montgomery,Injury Crash,2025-05-10 11:23:00,"2, 3",Driver,"Sideswipe, Opposite Direction",Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.11156376,-76.92878466,No,Level,Dry,Traffic Signals,Intersection Or Related,Angled/Skewed,Straight,No Defects,"Divided, Flush Median (Greater Than 4Ft Wide), Not Divided",Maryland (State) Route,Sandy Spring Rd
380,Montgomery,Property Damage Crash,2025-05-10 10:46:00,1,Driver,Angle,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.2468156,-77.23411332,No,Level,Dry,No/Unknown/Miscellaneous Control,Intersection Or Related,Perpendicular,Straight,No Defects,Not Divided,Maryland (State) Route,Ridge Rd (Sb/L)
381,Montgomery,Property Damage Crash,2025-05-10 10:06:00,"2, 3",Driver,Angle,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.08515559,-77.07856596,No,"Downhill, Level",Dry,Other,Driveway Access Or Related,Non-Intersection,Straight,No Defects,"Divided, Depressed Median, Not Divided",Crossover,Undisclosed
382,Montgomery,Property Damage Crash,2025-05-10 09:53:00,3,Unknown,Front To Rear,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.05288866,-77.07680056,No,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,"Divided, Raised Median (Curbed)",Maryland (State) Route,Veirs Mill Rd
383,Montgomery,Injury Crash,2025-05-10 09:35:00,"3, 5",Driver,Angle,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.05610649,-76.9712593,No,"Downhill, Uphill",Dry,Traffic Signals,Intersection Or Related,Perpendicular,Straight,No Defects,"Divided, Depressed Median, Divided, Raised Median (Curbed)",Us (State),Columbia Pike
384,Montgomery,Property Damage Crash,2025-05-10 09:17:00,5,Driver,Single Vehicle,Clear,Daylight,Not Suspected,Overturn/Rollover,39.20440964,-77.24619633,No,Level,Dry,Traffic Signals,Intersection Or Related,Perpendicular,Straight,No Defects,"Divided, Raised Median (Curbed)",Maryland (State) Route,Frederick Rd (Sb/L)
385,Gaithersburg,Injury Crash,2025-05-10 08:24:00,"4, 5",Unknown,Angle,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.15018576,-77.2089142,No,Level,Dry,Traffic Signals,Intersection Or Related,Perpendicular,Straight,No Defects,"Divided, Raised Median (Curbed)",Maryland (State) Route,Frederick Rd
386,Montgomery,Property Damage Crash,2025-05-10 08:06:00,1,Driver,Angle,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.22461833,-77.26191283,No,Uphill,Dry,No/Unknown/Miscellaneous Control,Driveway Access Or Related,Non-Intersection,Straight,No Defects,Not Divided,Maryland (State) Route,Frederick Rd
387,Montgomery,Property Damage Crash,2025-05-10 07:05:00,2,Unknown,Angle,Clear,Daylight,Unknown,Motor Vehicle In Transport,39.03893217,-76.99212891,Unknown,Uphill,Dry,Other,Driveway Access Or Related,Non-Intersection,Straight,No Defects,Not Divided,County Route,Lockwood Dr
388,Montgomery,Property Damage Crash,2025-05-10 04:15:00,2,Driver,Single Vehicle,Clear,Dark - Not Lighted,Not Suspected,Other Non-Fixed Object,39.20323758,-77.18718322,No,Uphill,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Curve Left,No Defects,Not Divided,County Route,Undisclosed
389,Gaithersburg,Property Damage Crash,2025-05-10 03:45:00,1,Unknown,Front To Rear,Clear,Dark - Lighted,Not Suspected,Motor Vehicle In Transport,39.1743285,-77.204947,No,Level,Dry,Signs,Non-Junction,Non-Intersection,Straight,No Defects,Not Divided,Local Route,Retail Pl
390,Montgomery,Injury Crash,2025-05-10 00:05:00,2,Driver,Single Vehicle,Clear,Dark - Not Lighted,Alcohol,Embankment,39.22587567,-77.20663117,No,Downhill,Wet,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Curve Right,No Defects,Not Divided,County Route,Wildcat Rd
391,Rockville,Property Damage Crash,2025-05-09 22:35:00,4,Unknown,Front To Rear,Clear,Dark - Lighted,Unknown,Motor Vehicle In Transport,39.08162205,-77.14619891,Unknown,Level,Dry,Traffic Signals,Intersection Or Related,Perpendicular,Curve Left,No Defects,Not Divided,Maryland (State) Route,Rockville Pike (Sb/L)
393,Montgomery,Property Damage Crash,2025-05-09 21:30:00,3,Unknown,Front To Rear,Clear,Dark - Lighted,Not Suspected,Motor Vehicle In Transport,39.055065,-77.11819784,Unknown,Level,Dry,Traffic Signals,Non-Junction,Non-Intersection,Straight,No Defects,"Divided, Raised Median (Curbed)",Maryland (State) Route,Rockville Pike
394,Montgomery,Property Damage Crash,2025-05-09 19:06:00,4,Driver,"Sideswipe, Same Direction",Clear,Daylight,Unknown,Motor Vehicle In Transport,38.99944937,-76.99562293,Unknown,Uphill,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,"Divided, Raised Median (Curbed)",Maryland (State) Route,Piney Branch Rd
395,Montgomery,Injury Crash,2025-05-09 19:00:00,4,Driver,Front To Rear,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.08766495,-76.99951254,No,Level,Dry,Traffic Signals,Entrance/Exit Ramp Or Related,Non-Intersection,Straight,No Defects,"Divided, Raised Median (Curbed)",Ramp,Ramp 6 Fr Rp 3 (Fr Md200 Eb) To Md650 Sb
397,Montgomery,Injury Crash,2025-05-09 17:42:00,2,Unknown,Single Vehicle,Clear,Daylight,Not Suspected,Pedestrian,39.11645959,-77.19923171,No,Level,Dry,Signs,Non-Junction,Non-Intersection,Straight,No Defects,"Divided, Raised Median (Curbed)",Municipality Route,Washingtonian Blvd
398,Gaithersburg,Property Damage Crash,2025-05-09 17:30:00,2,Driver,Front To Rear,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.1403235,-77.20703117,Unknown,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,Not Divided,Maryland (State) Route,W Diamond Ave (Wb/L)
399,Montgomery,Injury Crash,2025-05-09 17:23:00,2,Unknown,Single Vehicle,Clear,Daylight,Unknown,Utility Pole/Light Support,39.08534924,-77.22339994,No,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,Not Divided,County Route,Travilah Rd
401,Montgomery,Injury Crash,2025-05-09 16:48:00,1,Unknown,Single Vehicle,Clear,Daylight,Unknown,Pedestrian,39.08463197,-77.07799855,Yes,Level,Dry,No/Unknown/Miscellaneous Control,Driveway Access Or Related,Non-Intersection,Straight,No Defects,Not Divided,Maryland (State) Route,Georgia Ave
402,Montgomery,Injury Crash,2025-05-09 15:50:00,2,Unknown,Angle,Clear,Daylight,Unknown,Motor Vehicle In Transport,39.04585633,-77.055294,Unknown,Level,Dry,Signs,Intersection Or Related,Angled/Skewed,Straight,No Defects,Not Divided,County Route,Galt Ave
403,Montgomery,Property Damage Crash,2025-05-09 15:36:00,2,Unknown,Other,Cloudy,Daylight,Unknown,Parked Vehicle,39.057568,-77.0563205,Unknown,Level,Dry,Signs,Non-Junction,Non-Intersection,Straight,No Defects,Not Divided,County Route,Newton St
404,Montgomery,Property Damage Crash,2025-05-09 15:19:00,4,Driver,"Sideswipe, Same Direction",Clear,Daylight,Unknown,Motor Vehicle In Transport,39.11133777,-77.18730852,Unknown,Level,Dry,No/Unknown/Miscellaneous Control,Entrance/Exit Ramp Or Related,Non-Intersection,Straight,No Defects,"Divided, Raised Median (Curbed)",Ramp,Ramp 3 Fr Shady Grove Rd Eb To Is 270 Nb
405,Montgomery,Property Damage Crash,2025-05-09 13:26:00,"2, 3",Unknown,Angle,Cloudy,Daylight,Unknown,Motor Vehicle In Transport,39.10944667,-77.18831514,Unknown,Level,Dry,Traffic Signals,Entrance/Exit Ramp Or Related,Non-Intersection,Straight,No Defects,"Divided, Raised Median (Curbed)",County Route,Shady Grove Rd (Sb/L)
407,Montgomery,Property Damage Crash,2025-05-09 12:40:00,3,Driver,Front To Rear,Cloudy,Daylight,Not Suspected,Motor Vehicle In Transport,39.2006336,-77.2572648,No,Level,Wet,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,"Divided, Raised Median (Curbed)",County Route,Ridge Rd (Nb/L)
408,Rockville,Injury Crash,2025-05-09 11:10:00,4,Driver,Angle,Clear,Daylight,Not Suspected,Motor Vehicle In Transport,39.05918788,-77.12175748,No,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,"Divided, Raised Median (Curbed)",Maryland (State) Route,Rockville Pike (Sb/L)
409,Montgomery,Property Damage Crash,2025-05-09 10:32:00,3,Unknown,"Sideswipe, Same Direction",Cloudy,Daylight,Unknown,Motor Vehicle In Transport,39.03423749,-77.07188121,Unknown,Level,Wet,No/Unknown/Miscellaneous Control,Through Roadway,Non-Intersection,Straight,No Defects,"Divided, Raised Median (Curbed)",Maryland (State) Route,University Blvd W (Wb/L)
410,Takoma,Property Damage Crash,2025-05-09 10:00:00,2,Unknown,"Sideswipe, Same Direction",Clear,Daylight,Unknown,Motor Vehicle In Transport,38.98549677,-76.9948447,Unknown,Level,Dry,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,Not Divided,Municipality Route,Garland Ave
411,Montgomery,Injury Crash,2025-05-09 09:30:00,3,Nonmotorist,Unknown,Rain,Daylight,Not Suspected,Pedestrian,39.10891144,-77.08008727,No,Level,Wet,Human/Pedestrian Control,Non-Junction,Non-Intersection,Straight,No Defects,"Divided, Flush Median (Greater Than 4Ft Wide)",Maryland (State) Route,Muncaster Mill Rd
412,Montgomery,Property Damage Crash,2025-05-09 08:31:00,4,Unknown,Angle,Rain,Daylight,Not Suspected,Motor Vehicle In Transport,38.99768429,-77.09678062,No,Level,Wet,No/Unknown/Miscellaneous Control,Through Roadway,Non-Intersection,Straight,No Defects,"Divided, Raised Median (Curbed)",Maryland (State) Route,Rockville Pike (Sb/L)
413,Montgomery,Property Damage Crash,2025-05-09 07:56:00,2,Driver,Rear To Side,Rain,Daylight,Not Suspected,Motor Vehicle In Transport,38.99304867,-77.06514989,No,Level,Wet,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Curve Left,No Defects,Not Divided,Maryland (State) Route,East West Hwy
414,Gaithersburg,Property Damage Crash,2025-05-09 07:54:00,3,Driver,"Sideswipe, Same Direction",Rain,Daylight,Not Suspected,Motor Vehicle In Transport,39.13986627,-77.19642975,No,Uphill,Wet,No/Unknown/Miscellaneous Control,Crossover-Related,Non-Intersection,Straight,No Defects,"Divided, Raised Median (Curbed)",Maryland (State) Route,S Frederick Rd
415,Rockville,Property Damage Crash,2025-05-09 07:50:00,3,Unknown,Angle,Rain,Daylight,Unknown,Motor Vehicle In Transport,39.08454042,-77.13627179,Unknown,Level,Wet,Traffic Signals,Non-Junction,Non-Intersection,Straight,No Defects,"Divided, Depressed Median, Not Divided",Maryland (State) Route,First St (Wb/L)
416,Montgomery,Property Damage Crash,2025-05-09 07:35:00,3,Driver,Front To Rear,Rain,Daylight,Not Suspected,Motor Vehicle In Transport,39.00395767,-77.04014883,No,Level,Wet,No/Unknown/Miscellaneous Control,Non-Junction,Non-Intersection,Straight,No Defects,"Divided, Raised Median (Curbed)",Local Route,Metrorail Track B2 Rail
417,Rockville,Injury Crash,2025-05-09 07:23:00,3,Driver,Angle,Rain,Daylight,Not Suspected,Motor Vehicle In Transport,39.08572878,-77.17075025,No,"Downhill, Uphill",Wet,Traffic Signals,Non-Junction,Non-Intersection,"Curve Left, Curve Right",No Defects,"Divided, Raised Median (Curbed)",Municipality Route,Undisclosed
418,Montgomery,Injury Crash,2025-05-09 06:49:00,2,Unknown,Single Vehicle,Rain,Daylight,Not Suspected,Pedestrian,38.96370034,-77.10657709,No,Level,Wet,Traffic Signals,Non-Junction,Non-Intersection,Straight,No Defects,Not Divided,County Route,Westbard Ave
